album_id,artist,album,track_id,title
4390281,Various,The Jazz Story,4390281_N2,Stop-Time Blues
4390281,Various,The Jazz Story,4390281_N3,Curbstone
4390281,Various,The Jazz Story,4390281_N4,The Chase
4390281,Various,The Jazz Story,4390281_N5,Strictly Instrumental
4390281,Various,The Jazz Story,4390281_O1,Dog My Cats
4390281,Various,The Jazz Story,4390281_O3,Speak Low
4390281,Various,The Jazz Story,4390281_O4,Rosalie
4390281,Various,The Jazz Story,4390281_P1,Caravan
4390281,Various,The Jazz Story,4390281_P3,All Of You
4390281,Various,The Jazz Story,4390281_P4,Mistry
4390281,Various,The Jazz Story,4390281_P5,Broadway
4390281,Various,The Jazz Story,4390281_Q2,Hershey Bar
4390281,Various,The Jazz Story,4390281_Q3,Francy Pants
4390281,Various,The Jazz Story,4390281_Q4,Loose Walk
4390281,Various,The Jazz Story,4390281_Q5,When The Blues Come On
4390281,Various,The Jazz Story,4390281_R1,Bop City
4390281,Various,The Jazz Story,4390281_R2,How Do I Love You
4390281,Various,The Jazz Story,4390281_R3,Indian Blanket
4390281,Various,The Jazz Story,4390281_R4,Pink Satin
4390281,Various,The Jazz Story,4390281_R5,Mosquito Knees
4390281,Various,The Jazz Story,4390281_R6,Villa Zazz
4390281,Various,The Jazz Story,4390281_S1,Loose Wig
4390281,Various,The Jazz Story,4390281_S2,Like Someone In Love
4390281,Various,The Jazz Story,4390281_S3,Stallion
4390281,Various,The Jazz Story,4390281_S4,Trilogy Pogo
4390281,Various,The Jazz Story,4390281_T1,How High The Moon
4390281,Various,The Jazz Story,4390281_T2,Sonnymoon For Two
4390281,Various,The Jazz Story,4390281_T4,Thrice Upon A Time
5726711,Guru,Jazzmatazz (Volume 1),5726711_A1,Introduction
5726711,Guru,Jazzmatazz (Volume 1),5726711_A4,Transit Ride
5726711,Guru,Jazzmatazz (Volume 1),5726711_A5,No Time To Play
5726711,Guru,Jazzmatazz (Volume 1),5726711_A6,Down The Backstreets
5726711,Guru,Jazzmatazz (Volume 1),5726711_B1,Respectful Dedications
5726711,Guru,Jazzmatazz (Volume 1),5726711_B2,Take A Look (At Yourself)
5726711,Guru,Jazzmatazz (Volume 1),5726711_B3,Trust Me
5726711,Guru,Jazzmatazz (Volume 1),5726711_B4,Slicker Than Most
5726711,Guru,Jazzmatazz (Volume 1),5726711_B5,"Le Bien, Le Mal"
5726711,Guru,Jazzmatazz (Volume 1),5726711_B6,Sights In The City
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_A1,I Had A Dream
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_A2,Going Up The Country
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_A3-1,Stage Announcements
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_A3-2,Freedom
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_A4,Rock & Soul Music
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_A5,Coming Into Los Angeles
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_A6,At The Hop
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_B3,Joe Hill
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_B4-1,Stage Announcements
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_B4-2,Suite: Judy Blue Eyes
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_B5,Sea Of Madness
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_C1,Wooden Ships
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_C3-1,Stage Announcements
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_C3-2,With A Little Help From My Friends
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_C3-3,"Rainstorm, Crowd Sounds, Announcements & General Hysteria"
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_D1-1,Crowd Rain Chant
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_D1-2,Soul Sacrifice
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_D2-1,Stage Announcements
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E1,Volunteers
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E2-1,Max Yasgur
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E2-2,Medley: Dance To The Music
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E2-3,Music Lover
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E2-4,I Want To Take You Higher
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_E3,Rainbows All Over Your Blues
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_F1,Love March
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_F2-1,Star Spangled Banner
2407452,Various,Woodstock - Music From The Original Soundtrack And More,2407452_F2-2,Purple Haze & Instrumental Solo
700526,Mass Production,Three Miles High,700526_A1,Watch Me Do It
700526,Mass Production,Three Miles High,700526_A2,Sky High
700526,Mass Production,Three Miles High,700526_A4,Groove Me
700526,Mass Production,Three Miles High,700526_B1,Our Thought (Let The Music Take You Away)
700526,Mass Production,Three Miles High,700526_B2,Just Wanna Make A Dream Come True (Mass In F Minor)
700526,Mass Production,Three Miles High,700526_B3,Scarey Love
700526,Mass Production,Three Miles High,700526_B4,Slow Bump
700526,Mass Production,Three Miles High,700526_B5,Music And Love
3999209,Various,Ma 6-T Va Crack-er,3999209_A1,The French Connection
3999209,Various,Ma 6-T Va Crack-er,3999209_A2,Les Flammes Du Mal
3999209,Various,Ma 6-T Va Crack-er,3999209_A3,Pas De Timinik
3999209,Various,Ma 6-T Va Crack-er,3999209_A4,La Sédition
3999209,Various,Ma 6-T Va Crack-er,3999209_B1,Savoir Dire Non
3999209,Various,Ma 6-T Va Crack-er,3999209_B2,Ma Té-Ci Va Ké-Kra
3999209,Various,Ma 6-T Va Crack-er,3999209_B3,Le Temps Des Opprimés
3999209,Various,Ma 6-T Va Crack-er,3999209_B4,La Roue Tourne
3999209,Various,Ma 6-T Va Crack-er,3999209_C2,Retour Aux Pyramides
3999209,Various,Ma 6-T Va Crack-er,3999209_C3,Trop Dur
3999209,Various,Ma 6-T Va Crack-er,3999209_C4,Le Biz
3999209,Various,Ma 6-T Va Crack-er,3999209_D1,Avoir Le Pouvoir
3999209,Various,Ma 6-T Va Crack-er,3999209_D2,Le Prix Requis
379677,The Producers,Hard You,379677_A,Hard You
379677,The Producers,Hard You,379677_B1,Banger
379677,The Producers,Hard You,379677_B2,Cowie
5271516,Sharon Jones & The Dap-Kings,Give The People What They Want,5271516_A1,Retreat!
5271516,Sharon Jones & The Dap-Kings,Give The People What They Want,5271516_A2,Stranger To My Happiness
5271516,Sharon Jones & The Dap-Kings,Give The People What They Want,5271516_A3,We Get Along
5271516,Sharon Jones & The Dap-Kings,Give The People What They Want,5271516_A5,Now I See
5271516,Sharon Jones & The Dap-Kings,Give The People What They Want,5271516_B1,Making Up And Breaking Up (And Making Up And Breaking Up Over Again)
5271516,Sharon Jones & The Dap-Kings,Give The People What They Want,5271516_B2,Get Up And Get Out
5271516,Sharon Jones & The Dap-Kings,Give The People What They Want,5271516_B3,"Long Time, Wrong Time"
5271516,Sharon Jones & The Dap-Kings,Give The People What They Want,5271516_B5,"Slow Down, Love"
605246,Dr. Dre,The Chronic,605246_A1,The Chronic (Intro)
605246,Dr. Dre,The Chronic,605246_A3,Let Me Ride
605246,Dr. Dre,The Chronic,605246_A4,The Day The Niggaz Took Over
605246,Dr. Dre,The Chronic,605246_B6,Deeez Nuuuts
605246,Dr. Dre,The Chronic,605246_C8,A Nigga Witta Gun
605246,Dr. Dre,The Chronic,605246_C9,Rat-Tat-Tat-Tat
605246,Dr. Dre,The Chronic,605246_C10,The $20 Sack Pyramid
605246,Dr. Dre,The Chronic,605246_C11,Lyrical Gangbang
605246,Dr. Dre,The Chronic,605246_C12,High Powered
605246,Dr. Dre,The Chronic,605246_D14,Stranded On Death Row
605246,Dr. Dre,The Chronic,605246_D15,The Roach (The Chronic Outro)
16279217,DMX,The Legacy,16279217_A1,Ready To Meet Him
16279217,DMX,The Legacy,16279217_A2,Where The Hood At
16279217,DMX,The Legacy,16279217_A3,What These Bitches Want
16279217,DMX,The Legacy,16279217_B1,Get At Me Dog
16279217,DMX,The Legacy,16279217_C1,Party Up
16279217,DMX,The Legacy,16279217_D2,Who We Be
16279217,DMX,The Legacy,16279217_D3,Grand Finale
15702697,Boys Noize,Mvinline,15702697_A,Mvinline
15702697,Boys Noize,Mvinline,15702697_B1,Mvinline Svn
15702697,Boys Noize,Mvinline,15702697_B2,Tomfvm
6638911,Ray Charles,The Best Of Ray Charles,6638911_A2,Ray Charles Blues
6638911,Ray Charles,The Best Of Ray Charles,6638911_A3,Honey Honey
6638911,Ray Charles,The Best Of Ray Charles,6638911_A4,How Long?
6638911,Ray Charles,The Best Of Ray Charles,6638911_A5,St. Pete Florida Blues
6638911,Ray Charles,The Best Of Ray Charles,6638911_B1,Some Day
6638911,Ray Charles,The Best Of Ray Charles,6638911_B2,Rocking Chair Blues
6638911,Ray Charles,The Best Of Ray Charles,6638911_B3,Here I Am
6638911,Ray Charles,The Best Of Ray Charles,6638911_B4,If I Give You My Love
1779143,Giuseppe Verdi,Requiem,1779143_A1,No 1 Requiem
1779143,Giuseppe Verdi,Requiem,1779143_A2a,Dies Irae
1779143,Giuseppe Verdi,Requiem,1779143_A2b,Tuba Mirum
1779143,Giuseppe Verdi,Requiem,1779143_A2c,Liber Scriptus
1779143,Giuseppe Verdi,Requiem,1779143_Ba,Quid Sum Miser Tunc Dicturus
1779143,Giuseppe Verdi,Requiem,1779143_Bb,Rex Tremendae
1779143,Giuseppe Verdi,Requiem,1779143_Bc,Recordare
1779143,Giuseppe Verdi,Requiem,1779143_Bd,Ingemisco
1779143,Giuseppe Verdi,Requiem,1779143_Be,Confutatis
1779143,Giuseppe Verdi,Requiem,1779143_Bf,Lacrymosa
1779143,Giuseppe Verdi,Requiem,1779143_C1,No3 Offertorio
1779143,Giuseppe Verdi,Requiem,1779143_C2,No 4 Sanctus
1779143,Giuseppe Verdi,Requiem,1779143_C3,No 5 Agnus Dei
1779143,Giuseppe Verdi,Requiem,1779143_D1, No 6 Lux Eterna
1779143,Giuseppe Verdi,Requiem,1779143_D2,No 7 Libera Me
11449081,Fritz Kalkbrenner,Drown ,11449081_A1,Enter
11449081,Fritz Kalkbrenner,Drown ,11449081_A2,Ride 
11449081,Fritz Kalkbrenner,Drown ,11449081_A3,#3
11449081,Fritz Kalkbrenner,Drown ,11449081_B1,Bleed
11449081,Fritz Kalkbrenner,Drown ,11449081_B2,Down
11449081,Fritz Kalkbrenner,Drown ,11449081_B3,#1
11449081,Fritz Kalkbrenner,Drown ,11449081_C1,Run
11449081,Fritz Kalkbrenner,Drown ,11449081_C2,Lose
11449081,Fritz Kalkbrenner,Drown ,11449081_C3,Burn
11449081,Fritz Kalkbrenner,Drown ,11449081_D1,Fall
11449081,Fritz Kalkbrenner,Drown ,11449081_D2,Seek
11449081,Fritz Kalkbrenner,Drown ,11449081_D3,Play
439617,Vitalic,OK Cowboy,439617_A1,Polkamatic
439617,Vitalic,OK Cowboy,439617_A2,Poney Part 1
439617,Vitalic,OK Cowboy,439617_A3,My Friend Dario
439617,Vitalic,OK Cowboy,439617_B1,Wooo
439617,Vitalic,OK Cowboy,439617_B2,La Rock 01
439617,Vitalic,OK Cowboy,439617_B3,The Past
439617,Vitalic,OK Cowboy,439617_C1,No Fun
439617,Vitalic,OK Cowboy,439617_C2,Poney Part 2
439617,Vitalic,OK Cowboy,439617_C3,Repair Machines
439617,Vitalic,OK Cowboy,439617_D1,Newman
439617,Vitalic,OK Cowboy,439617_D2,Trahison
439617,Vitalic,OK Cowboy,439617_D3,U And I
439617,Vitalic,OK Cowboy,439617_D4,Valletta Fanfares
814760,Agoria,The Green Armchair,814760_A1,Les Violons Ivres
814760,Agoria,The Green Armchair,814760_A2,Baboul Hair Cuttin
814760,Agoria,The Green Armchair,814760_B1,Edenbridge (Instrumental)
814760,Agoria,The Green Armchair,814760_B2,Like A Bull (Extended)
814760,Agoria,The Green Armchair,814760_C1,Code 1026 (Album Edit)
814760,Agoria,The Green Armchair,814760_C2,Lips On Fire
814760,Agoria,The Green Armchair,814760_C3,Cecile (Extended)
814760,Agoria,The Green Armchair,814760_D1,Europa
814760,Agoria,The Green Armchair,814760_D2,Million Miles
1161284,Barry White,Can't Get Enough,1161284_A1,Mellow Mood (Pt. 1)
1161284,Barry White,Can't Get Enough,1161284_B2,"Oh Love, Well We Finally Made It"
1161284,Barry White,Can't Get Enough,1161284_B3,I Love You More Than Anything (In This World Girl)
1161284,Barry White,Can't Get Enough,1161284_B4,Mellow Mood (Pt. 2)
1545053,Puppetmastaz,The Takeover,1545053_A1,Intro
1545053,Puppetmastaz,The Takeover,1545053_A2,Take Me On A Ride
1545053,Puppetmastaz,The Takeover,1545053_A3,So Scandalous
1545053,Puppetmastaz,The Takeover,1545053_A4,Mephistopheles
1545053,Puppetmastaz,The Takeover,1545053_A5,Skit 1 The Hypeconcept
1545053,Puppetmastaz,The Takeover,1545053_A6,Reservoir Foxin
1545053,Puppetmastaz,The Takeover,1545053_B1,Spellbound Room 18
1545053,Puppetmastaz,The Takeover,1545053_B2,Exercize
1545053,Puppetmastaz,The Takeover,1545053_B3,Tropical Feed
1545053,Puppetmastaz,The Takeover,1545053_B4,Animals
1545053,Puppetmastaz,The Takeover,1545053_B5,Skit 2 The Speech
1545053,Puppetmastaz,The Takeover,1545053_C1,Grown To The Max
1545053,Puppetmastaz,The Takeover,1545053_C2,Permission To Freak
1545053,Puppetmastaz,The Takeover,1545053_C3,Skit 3 Quadrupel
1545053,Puppetmastaz,The Takeover,1545053_C4,We Get On It
1545053,Puppetmastaz,The Takeover,1545053_C5,Primeministaz Of Puppetry
1545053,Puppetmastaz,The Takeover,1545053_C6,Skit 4 For The Mega Malocko Plus Unit
1545053,Puppetmastaz,The Takeover,1545053_D1,Boots On The Ground
1545053,Puppetmastaz,The Takeover,1545053_D2,Hallucinate
1545053,Puppetmastaz,The Takeover,1545053_D3,Puppets On The Moon
1545053,Puppetmastaz,The Takeover,1545053_D4,Skit 5 Maloke On The Keyboard
1545053,Puppetmastaz,The Takeover,1545053_D5,Meet The Fablez
5299414,Jean-Michel Jarre,Equinoxe,5299414_A1,Equinoxe Part 1
5299414,Jean-Michel Jarre,Equinoxe,5299414_A2,Equinoxe Part 2
5299414,Jean-Michel Jarre,Equinoxe,5299414_A3,Equinoxe Part 3
5299414,Jean-Michel Jarre,Equinoxe,5299414_A4,Equinoxe Part 4
5299414,Jean-Michel Jarre,Equinoxe,5299414_B1,Equinoxe Part 5
5299414,Jean-Michel Jarre,Equinoxe,5299414_B2,Equinoxe Part 6
5299414,Jean-Michel Jarre,Equinoxe,5299414_B3,Equinoxe Part 7
5299414,Jean-Michel Jarre,Equinoxe,5299414_B4,Equinoxe Part 8
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_A,Introduction
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_A1,Rock My Soul
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_A2,Joshua Fit The Battle Of Jericho
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_A3,Sometimes I Feel Like E Motherless Child
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_A4,Hard Trials And Great Tribulations
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_A5,Jezebel
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_A6,Only Believe
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_B1,Michael (Michael)
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_B4,Put Your Hand
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_B5,Down By The Riverside
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_B6,When The Saints... Go Mzrching In
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,8577408_B7,Final
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_A1,Royal Garden Blues
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_A3,Black Brown And White
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_A4,12th Street Rag
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_A5,Mood Indigo
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_A6,The Blues Is Everywhere
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_B3,Premier Bal
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_B4,Perdido
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_B5,Boogie Woogie On Saint Louis Blues
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_B6,Drum Face
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_C1,The Champ
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_C2,Sophisticated Lady
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_C5,On The Sunny Side Of The Street
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_C6,If I Had You
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_D1,Scrapple From The Apple
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_D2,Une Petite Laitue
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_D3,Round About Midnight
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_D5,Blue And Brown
1978161,Various,Une Histoire Des Géants Du Jazz,1978161_D6,I Only Have Eyes For You
2886601,Black Orchid,Wonderlicks (A Medley),2886601_B1,The Sweetest Song In The World
2886601,Black Orchid,Wonderlicks (A Medley),2886601_B2,Because I Believe
24526262,Stupeflip,Stup Forever,24526262_A1,Stup Forever
24526262,Stupeflip,Stup Forever,24526262_A2,Dans Ton Baladeur (DTB)
24526262,Stupeflip,Stup Forever,24526262_A3,Cosmos 1999
24526262,Stupeflip,Stup Forever,24526262_A4,Étranges Phénomènes
24526262,Stupeflip,Stup Forever,24526262_A5,Joël’s Addiction
24526262,Stupeflip,Stup Forever,24526262_A6,Tellement Bon
24526262,Stupeflip,Stup Forever,24526262_B1,7ème Sinode
24526262,Stupeflip,Stup Forever,24526262_B2,L’Truc Xplosiff
24526262,Stupeflip,Stup Forever,24526262_B3,Tensions
24526262,Stupeflip,Stup Forever,24526262_B4,Les Gens Qui S’Énervent
24526262,Stupeflip,Stup Forever,24526262_B5,Gluô
24526262,Stupeflip,Stup Forever,24526262_B6,Les Voûtes
24526262,Stupeflip,Stup Forever,24526262_C1,Sharkattack
24526262,Stupeflip,Stup Forever,24526262_C2,Pop-Hip Le Mort-Vivant
24526262,Stupeflip,Stup Forever,24526262_C3,Tiger Crane
24526262,Stupeflip,Stup Forever,24526262_C4,The Platform
24526262,Stupeflip,Stup Forever,24526262_D1,Vengeance!!!
24526262,Stupeflip,Stup Forever,24526262_D2,Régions Fédérées
24526262,Stupeflip,Stup Forever,24526262_D3,Stay Positiv’
4838957,Paul Ritch,Run Baby Run,4838957_A,Run Baby Run
4838957,Paul Ritch,Run Baby Run,4838957_B,Astral
9979012,Julian Jeweil,Rolling EP,9979012_A1,Rolling
9979012,Julian Jeweil,Rolling EP,9979012_A2,Venice
9979012,Julian Jeweil,Rolling EP,9979012_B1,Blue
9979012,Julian Jeweil,Rolling EP,9979012_B2,Traffic
10205431,Ilario Alicante,Awakened,10205431_A1,Times
10205431,Ilario Alicante,Awakened,10205431_A2,Awakened
10205431,Ilario Alicante,Awakened,10205431_B1,Sense
10205431,Ilario Alicante,Awakened,10205431_B2,Apogeo
10752295,Alias,Visions,10752295_A,Pentatonic
10752295,Alias,Visions,10752295_B1,The Truth
10752295,Alias,Visions,10752295_B2,Dream Taker
11304073,Julian Jeweil,Space,11304073_A1,Space
11304073,Julian Jeweil,Space,11304073_A2,Answer
11304073,Julian Jeweil,Space,11304073_B1,South
11304073,Julian Jeweil,Space,11304073_B2,Encke
14660129,DJ Anna,Galactic Highways,14660129_A1,Galactic Highways
14660129,DJ Anna,Galactic Highways,14660129_B1,Dimensions
14660129,DJ Anna,Galactic Highways,14660129_B2,Phase Two
14810584,Thomas Schumacher,Crimson,14810584_A1,Crimson
14810584,Thomas Schumacher,Crimson,14810584_B1,Feist
14810584,Thomas Schumacher,Crimson,14810584_B2,Anker
14835438,Julian Jeweil,Schema,14835438_A1,Schema
14835438,Julian Jeweil,Schema,14835438_A2,Outline
14835438,Julian Jeweil,Schema,14835438_B1,Music
14835438,Julian Jeweil,Schema,14835438_B2,Landscape
15584404,Victor Ruiz,Freedom EP,15584404_A1,Freedom
15584404,Victor Ruiz,Freedom EP,15584404_A2,Illusions
15584404,Victor Ruiz,Freedom EP,15584404_B1,Senses
15584404,Victor Ruiz,Freedom EP,15584404_B2,Existence
23042570,Lilly Palmer,We Control,23042570_A1,We Control
23042570,Lilly Palmer,We Control,23042570_A2,Resistance
23042570,Lilly Palmer,We Control,23042570_B1,Plasma
6225466,Sam Paganini,Satellite,6225466_A1,Dusty
6225466,Sam Paganini,Satellite,6225466_B1,Toxic
6225466,Sam Paganini,Satellite,6225466_B2,Rave
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_A1,Pandore
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_A2,Our Futur (Loud Disco Mix)
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_A3,Brest
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_B1,Silvery Sounds
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_B2,Promise Land
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_B3,The Revenge Of The Lol Cat
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_C1,On The Record (Special Edit)
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_C2,Moaning About Technology
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_C3,Motorizzati Marie
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_D1,Léviathan
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_D2,Sleep Wake Cycles
20024266,Laurent Garnier, Off The Record Soundtrack,20024266_D3,Tbilissi
3550070,Laurent Garnier,Timeless EP,3550070_A,Jacques In The Box
3550070,Laurent Garnier,Timeless EP,3550070_1,Our Futur (Loud Disco Mix)
12678678,Handbraekes,#3,12678678_A1,Discow
12678678,Handbraekes,#3,12678678_A2,Intertwo
12678678,Handbraekes,#3,12678678_A3,Citroën
12678678,Handbraekes,#3,12678678_B1,All Nite Long
12678678,Handbraekes,#3,12678678_B2,Bangyou
12678678,Handbraekes,#3,12678678_B3,Jumpma
15918848,Polo & Pan,Feel Good,15918848_A1,Feel Good
15918848,Polo & Pan,Feel Good,15918848_A2,Attrape-Rêve
15918848,Polo & Pan,Feel Good,15918848_B1,Pili Pili
15918848,Polo & Pan,Feel Good,15918848_B2,Peter Pan 
20896438,Thomas Schumacher,Hype / Decipher,20896438_A,Hype
20896438,Thomas Schumacher,Hype / Decipher,20896438_B,Decipher
6511856,Victor Ruiz,Draco / Serpens,6511856_A1,Draco 
6511856,Victor Ruiz,Draco / Serpens,6511856_B1,Serpens
7297026,Victor Ruiz,Orion / Speed,7297026_A,Orion
7297026,Victor Ruiz,Orion / Speed,7297026_B,Speed
7905952,Thomas Schumacher,Apollo,7905952_A1,Apollo
7905952,Thomas Schumacher,Apollo,7905952_B1,Satellite
7905952,Thomas Schumacher,Apollo,7905952_B2,Geist
8480203,K.A.L.I.L.,Clouds And Star,8480203_A1,Clouds And Star (Original)
8480203,K.A.L.I.L.,Clouds And Star,8480203_A2,Clouds And Star (Victor Ruiz Remix)
8480203,K.A.L.I.L.,Clouds And Star,8480203_B1,Henna
8480203,K.A.L.I.L.,Clouds And Star,8480203_B2,Maskerade
12614846,Victor Ruiz,Apollo II,12614846_A1,Apollo II
12614846,Victor Ruiz,Apollo II,12614846_A2,Kaputt
12614846,Victor Ruiz,Apollo II,12614846_B1,Wonder
12614846,Victor Ruiz,Apollo II,12614846_B2,Prophecy
14508118,Caitlin,Freaks & Misfits Remixes,14508118_A1,Freaks & Misfits (Victor Ruiz Remix)
14508118,Caitlin,Freaks & Misfits Remixes,14508118_B1,Far From Home (Thomas Schumacher Remix)
14508118,Caitlin,Freaks & Misfits Remixes,14508118_B2,Freaks & Misfits (Thomas Schumacher Remix)
19221478,Thomas Schumacher,You Belong Here (The Remixes),19221478_A,You Belong Here (Thomas Schumacher & C A I T L I N Rumpus Remix)
19221478,Thomas Schumacher,You Belong Here (The Remixes),19221478_B1,You Belong Here (Gonzalo Cavalli Remix)
19221478,Thomas Schumacher,You Belong Here (The Remixes),19221478_B2,You Belong Here (Simon Stiglmeier Remix)
873510,Various,Electrochoc Sampler04,873510_A,Be Quiet
873510,Various,Electrochoc Sampler04,873510_B1,Staxhouse
873510,Various,Electrochoc Sampler04,873510_B2,Pecan
1330137,Various,Electrochoc Sampler05 - Gold Edition,1330137_A1,Can You Relate
1330137,Various,Electrochoc Sampler05 - Gold Edition,1330137_A2,Air Conditionné
1330137,Various,Electrochoc Sampler05 - Gold Edition,1330137_B1,O Zibaldone (Popof Remix)
1330137,Various,Electrochoc Sampler05 - Gold Edition,1330137_B2,Emulate
1760809,Various,Electrochoc Sampler 007 Gold Edition Vol.2,1760809_A1,The Sky Was Pink (Holden Remix)
1760809,Various,Electrochoc Sampler 007 Gold Edition Vol.2,1760809_B1,Soopertrack
1760809,Various,Electrochoc Sampler 007 Gold Edition Vol.2,1760809_B2,Gazebo
25129024,Missy Elliott,Under Construction,25129024_A1,Intro
25129024,Missy Elliott,Under Construction,25129024_A2,Go To The Floor
25129024,Missy Elliott,Under Construction,25129024_A3,Bring The Pain
25129024,Missy Elliott,Under Construction,25129024_A4,Gossip Folks
25129024,Missy Elliott,Under Construction,25129024_B1,Work It
25129024,Missy Elliott,Under Construction,25129024_B2,Back In The Day
25129024,Missy Elliott,Under Construction,25129024_B3,Funky Fresh Dressed
25129024,Missy Elliott,Under Construction,25129024_B4,Pussycat
25129024,Missy Elliott,Under Construction,25129024_C1,Nothing Out There For Me
25129024,Missy Elliott,Under Construction,25129024_C2,Slide
25129024,Missy Elliott,Under Construction,25129024_C3,Play That Beat
25129024,Missy Elliott,Under Construction,25129024_D2,Hot
25129024,Missy Elliott,Under Construction,25129024_D3,Can You Hear Me
8863282,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,8863282_A1,Intro
8863282,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,8863282_A2,Shimmy Shimmy Ya
8863282,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,8863282_A4,Brooklyn Zoo
8863282,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,8863282_B5,Hippa To Da Hoppa
8863282,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,8863282_B6,Raw Hide
8863282,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,8863282_B7,Damage
8863282,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,8863282_C9,The Stomp
8863282,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,8863282_C11,Drunk Game (Sweet Sugar Pie)
8863282,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,8863282_C12,Snakes
8863282,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,8863282_D13,Brooklyn Zoo II (Tiger Crane)
